EMPLOYER	JOB TITLE	BASE SALARY	LOCATION	SUBMIT DATE	START DATE
REMITLY INC	MACHINE LEARNING ENGINEER	105000.0	SEATTLE, WA	02/06/2019	08/06/2019
JAMES R GLIDEWELL DENTAL CERAMICS INC	MACHINE LEARNING ENGINEER	105000.0	IRVINE, CA	03/15/2019	09/05/2019
LAYERED INSIGHT INC	MACHINE LEARNING ENGINEER	105000.0	SAN FRANCISCO, CA	03/23/2018	09/10/2018
6D BYTES INC	MACHINE LEARNING ENGINEER	105000.0	SUNNYVALE, CA	03/16/2022	09/15/2022
RESTAURANT BRANDS INTERNATIONAL US SERVICES LLC	MACHINE LEARNING ENGINEER	105000.0	MIAMI, FL	03/17/2022	09/11/2022
RESTAURANT BRANDS INTERNATIONAL US SERVICES LLC	MACHINE LEARNING ENGINEER	105000.0	MIAMI, FL	03/17/2022	09/11/2022
QUANTIPHI INC	MACHINE LEARNING ENGINEER	105000.0	SAN JOSE, CA	05/13/2022	10/01/2022
HEADWAY TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	105019.0	MILPITAS, CA	03/25/2021	09/18/2021
HEADWAY TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	105019.0	MILPITAS, CA	03/02/2020	08/26/2020
OBSIDIAN SECURITY INC	MACHINE LEARNING ENGINEER	105664.0	NEWPORT BEACH, CA	04/14/2020	10/01/2020
EXTRA SPACE MANAGEMENT INC	MACHINE LEARNING ENGINEER	106050.0	SALT LAKE CITY, UT	05/23/2022	10/01/2022
HP INC	MACHINE LEARNING ENGINEER	106330.0	PALO ALTO, CA	03/25/2020	09/18/2020
MITCHELL INTERNATIONAL INC	MACHINE LEARNING ENGINEER	106850.0	SAN DIEGO, CA	01/31/2022	08/01/2022
HEADWAY TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	106910.0	MILPITAS, CA	02/15/2022	08/12/2022
SUBTLE MEDICAL INC	MACHINE LEARNING ENGINEER	107182.0	MENLO PARK, CA	04/13/2020	10/01/2020
SUBTLE MEDICAL INC	MACHINE LEARNING ENGINEER	107182.0	MENLO PARK, CA	04/13/2020	10/01/2020
SUBTLE MEDICAL INC	MACHINE LEARNING ENGINEER	107182.0	MENLO PARK, CA	04/13/2020	10/01/2020
TERRAFUSE INC	MACHINE LEARNING ENGINEER	107245.0	BERKELEY, CA	05/27/2021	10/01/2021
MOLOCO INC	MACHINE LEARNING ENGINEER	107275.0	REDWOOD CITY, CA	04/13/2021	10/01/2021
TUSIMPLE	MACHINE LEARNING ENGINEER	108000.0	SAN DIEGO, CA	03/06/2018	08/26/2018
TUSIMPLE	MACHINE LEARNING ENGINEER	108000.0	SAN DIEGO, CA	03/06/2018	08/26/2018
UPMC PRESBYTERIAN SHADYSIDE	MACHINE LEARNING ENGINEER	108000.0	PITTSBURGH, PA	04/18/2018	07/15/2018
IMR SOFT LLC	MACHINE LEARNING ENGINEER	108000.0	NEW YORK CITY, NY	02/09/2021	02/09/2021
TUSIMPLE	MACHINE LEARNING ENGINEER	108000.0	SAN DIEGO, CA	03/08/2017	09/02/2017
LECIDA INC	MACHINE LEARNING ENGINEER	108000.0	BERKELEY, CA	03/04/2019	08/31/2019
TUSIMPLE	MACHINE LEARNING ENGINEER	108000.0	SAN DIEGO, CA	03/08/2017	09/02/2017
TUSIMPLE	MACHINE LEARNING ENGINEER	108000.0	SAN DIEGO, CA	03/08/2017	09/02/2017
TUSIMPLE	MACHINE LEARNING ENGINEER	108000.0	SAN DIEGO, CA	03/08/2017	09/02/2017
TUSIMPLE	MACHINE LEARNING ENGINEER	108000.0	SAN DIEGO, CA	03/06/2018	08/26/2018
TUSIMPLE	MACHINE LEARNING ENGINEER	108000.0	SAN DIEGO, CA	03/06/2018	08/26/2018
QUICKEN LOANS INC	MACHINE LEARNING ENGINEER	108000.0	DETROIT, MI	07/30/2019	08/12/2019
NEXTDOOR INC	MACHINE LEARNING ENGINEER	108000.0	NEW YORK, NY	10/13/2021	11/15/2021
MICRON TECHNOLOGY INC	MACHINE LEARNING ENGINEER	108000.0	BOISE, ID	03/31/2022	09/15/2022
ZOCDOC INC	MACHINE LEARNING ENGINEER	108150.0	NEW YORK, NY	02/28/2017	08/28/2017
MI SOFTECH INC	MACHINE LEARNING ENGINEER	108326.0	PLANO, TX	12/20/2019	12/25/2019
IMAGRY INC	MACHINE LEARNING ENGINEER	108347.0	SAN JOSE, CA	08/22/2022	09/19/2022
ADOBE SYSTEMS INCORPORATED	MACHINE LEARNING ENGINEER	108638.0	SEATTLE, WA	02/21/2018	08/22/2018
ARMORBLOX INC	MACHINE LEARNING ENGINEER	108784.0	CUPERTINO, CA	03/03/2020	06/01/2020
PATH ROBOTICS INC	MACHINE LEARNING ENGINEER	108826.0	COLUMBUS, OH	01/03/2022	01/18/2022
QUALCOMM TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	108971.0	SAN DIEGO, CA	03/25/2020	03/25/2020
SOUNDHOUND INC	MACHINE LEARNING ENGINEER	109000.0	SANTA CLARA, CA	03/31/2020	08/25/2020
SOUNDHOUND INC	MACHINE LEARNING ENGINEER	109000.0	SANTA CLARA, CA	02/21/2020	08/20/2020
SOUNDHOUND INC	MACHINE LEARNING ENGINEER	109000.0	SANTA CLARA, CA	02/26/2020	08/26/2020
SOUNDHOUND INC	MACHINE LEARNING ENGINEER	109000.0	SANTA CLARA, CA	03/03/2020	09/02/2020
SOUNDHOUND INC	MACHINE LEARNING ENGINEER	109000.0	SANTA CLARA, CA	03/03/2020	09/02/2020
OFFICE DEPOT INC	MACHINE LEARNING ENGINEER	109250.0	BOCA RATON, FL	10/02/2019	10/21/2019
CLOUDWICK TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	109325.0	NEWARK, CA	03/15/2018	08/08/2018
LOGRHYTHM INC	MACHINE LEARNING ENGINEER	109390.0	SNELLVILLE, GA	03/17/2021	04/01/2021
PALO ALTO NETWORKS INC	MACHINE LEARNING ENGINEER	109731.0	SANTA CLARA, CA	05/21/2020	10/01/2020
WORKDAY INC	MACHINE LEARNING ENGINEER	109800.0	COLORADO, CO	08/15/2019	09/09/2019
SHU GROUP INC	MACHINE LEARNING ENGINEER	109990.0	BEVERLY HILLS, CA	04/28/2021	09/30/2021
SHU GROUP INC	MACHINE LEARNING ENGINEER	109999.0	SHERMAN WAY SUITE #113, CA	05/04/2021	09/30/2021
ROCKET MORTGAGE LLC	MACHINE LEARNING ENGINEER	110000.0	DETROIT, MI	08/10/2021	08/20/2021
WORLDS ENTERPRISES INC	MACHINE LEARNING ENGINEER	110000.0	DALLAS, TX	08/17/2022	01/22/2023
GOOGLE LLC	MACHINE LEARNING ENGINEER	110000.0	NEW YORK, NY	11/16/2017	11/23/2017
TEMPO INTERACTIVE INC	MACHINE LEARNING ENGINEER	110000.0	SAN FRANCISCO, CA	04/21/2021	10/01/2021
XORIANT CORPORATION	MACHINE LEARNING ENGINEER	110000.0	SANTA CLARA, CA	08/29/2018	09/10/2018
DASSAULT SYSTEMES SOLIDWORKS CORP	MACHINE LEARNING ENGINEER	110000.0	WALTHAM, MA	04/09/2020	09/27/2020
THE VANGUARD GROUP	MACHINE LEARNING ENGINEER	110000.0	MALVERN, PA	02/09/2021	02/22/2021
FIRSTAI INC	MACHINE LEARNING ENGINEER	110000.0	NEW YORK, NY	02/26/2019	08/01/2019
OPEN SESAFI LLC	MACHINE LEARNING ENGINEER	110000.0	NEW YORK, NY	03/05/2019	09/04/2019
QUANTIPHI INC	MACHINE LEARNING ENGINEER	110000.0	MARLBOROUGH, MA	03/22/2019	09/18/2019
QUANTIPHI INC	MACHINE LEARNING ENGINEER	110000.0	MARLBOROUGH, MA	03/27/2019	09/18/2019
HIRETEAMMATE INC	MACHINE LEARNING ENGINEER	110000.0	MOUNTAIN VIEW, CA	02/22/2019	08/24/2019
ALBEADO INC	MACHINE LEARNING ENGINEER	110000.0	SANTA CLARA, CA	03/05/2019	08/26/2019
STREAMVECTOR INC	MACHINE LEARNING ENGINEER	110000.0	SANTA CLARA, CA	03/20/2019	09/11/2019
LOGMEIN USA INC	MACHINE LEARNING ENGINEER	110000.0	GOLETA, CA	03/19/2019	09/16/2019
SIMPLEBET INC	MACHINE LEARNING ENGINEER	110000.0	NEW YORK, NY	03/04/2020	09/02/2020
SIMPLEBET INC	MACHINE LEARNING ENGINEER	110000.0	NEW YORK, NY	03/04/2020	09/02/2020
SIMPLEBET INC	MACHINE LEARNING ENGINEER	110000.0	NEW YORK, NY	03/04/2020	09/02/2020
KYLIEAI INC	MACHINE LEARNING ENGINEER	110000.0	SAN FRANCISCO, CA	03/28/2019	09/27/2019
HG INSIGHTS INC	MACHINE LEARNING ENGINEER	110000.0	SANTA BARBARA, CA	04/15/2021	10/01/2021
CHEP INTERNATIONAL INC	MACHINE LEARNING ENGINEER	110000.0	ORLANDO, FL	03/17/2020	03/23/2020
MILWAUKEE ELECTRIC TOOL CORPORATION	MACHINE LEARNING ENGINEER	110000.0	BROOKFIELD, WI	09/08/2021	10/01/2021
THE BROAD INSTITUTE INC	MACHINE LEARNING ENGINEER	110000.0	CAMBRIDGE, MA	01/20/2021	04/01/2021
FETCH REWARDS INC	MACHINE LEARNING ENGINEER	110000.0	CHICAGO, IL	06/10/2021	10/01/2021
STANDARD & POOR'S FINANCIAL SERVICES LLC	MACHINE LEARNING ENGINEER	110000.0	SAN FRANCISCO, CA	05/14/2020	10/01/2020
OBEN INC	MACHINE LEARNING ENGINEER	110000.0	PASADENA, CA	03/06/2019	08/26/2019
SMULE INC	MACHINE LEARNING ENGINEER	110000.0	SAN FRANCISCO, CA	06/27/2019	07/15/2019
BRAIN CORPORATION	MACHINE LEARNING ENGINEER	110000.0	SAN DIEGO, CA	03/07/2019	08/01/2019
VIEW INC	MACHINE LEARNING ENGINEER	110000.0	MILPITAS, CA	03/19/2019	09/16/2019
GOKE US RESEARCH LABORATORY	MACHINE LEARNING ENGINEER	110000.0	SANTA CLARA, CA	03/07/2019	07/15/2019
GOKE US RESEARCH LABORATORY	MACHINE LEARNING ENGINEER	110000.0	SANTA CLARA, CA	03/12/2019	07/15/2019
SPARKCOGNITION INC	MACHINE LEARNING ENGINEER	110000.0	AUSTIN, TX	12/01/2021	12/13/2021
SPARKCOGNITION INC	MACHINE LEARNING ENGINEER	110000.0	AUSTIN, TX	12/22/2021	01/01/2022
VIANT TECHNOLOGY LLC	MACHINE LEARNING ENGINEER	110000.0	IRVINE, CA	03/01/2022	08/25/2022
LENDBUZZ INC	MACHINE LEARNING ENGINEER	110000.0	BOSTON, MA	04/18/2022	10/01/2022
AI OPTICS INC	MACHINE LEARNING ENGINEER	110000.0	NEW YORK, NY	05/19/2022	10/01/2022
LENDBUZZ INC	MACHINE LEARNING ENGINEER	110000.0	BOSTON, MA	05/26/2022	10/01/2022
COMMAAI INC	MACHINE LEARNING ENGINEER	110000.0	SAN DIEGO, CA	06/10/2022	10/01/2022
TRILL FINANCIAL INC	MACHINE LEARNING ENGINEER	110000.0	CARY, NC	03/05/2019	09/04/2019
NCS PEARSON INC	MACHINE LEARNING ENGINEER	110500.0	CENTENNIAL, CO	06/12/2020	10/01/2020
JAMES R GLIDEWELL DENTAL CERAMICS INC	MACHINE LEARNING ENGINEER	110760.0	IRVINE, CA	02/25/2020	08/22/2020
ARMORBLOX INC	MACHINE LEARNING ENGINEER	110926.0	SUNNYVALE, CA	03/05/2021	06/01/2021
ARMORBLOX INC	MACHINE LEARNING ENGINEER	110926.0	SUNNYVALE, CA	03/16/2021	06/01/2021
MICRON TECHNOLOGY INC	MACHINE LEARNING ENGINEER	111000.0	BOISE, ID	03/02/2022	08/29/2022
URBAN COMPASS INC	MACHINE LEARNING ENGINEER	111904.0	NEW YORK, NY	08/21/2019	09/02/2019
MI SOFTECH INC	MACHINE LEARNING ENGINEER	111925.0	PLANO, TX	07/02/2020	07/08/2020
FLUXTEK SOLUTIONS INC	MACHINE LEARNING ENGINEER	112000.0	SUNNYVALE, CA	05/12/2021	10/01/2021
ESPRESSIVE INC	MACHINE LEARNING ENGINEER	112000.0	SANTA CLARA, CA	02/17/2020	08/18/2020
DEKA RESEARCH & DEVELOPMENT CORP	MACHINE LEARNING ENGINEER	112000.0	MANCHESTER, NH	04/14/2021	10/01/2021
ZILLOW INC	MACHINE LEARNING ENGINEER	112549.0	SEATTLE, WA	02/28/2018	08/30/2018
ZILLOW INC	MACHINE LEARNING ENGINEER	112549.0	SEATTLE, WA	02/28/2018	08/30/2018
ZILLOW INC	MACHINE LEARNING ENGINEER	112549.0	SEATTLE, WA	02/28/2018	08/30/2018
ZILLOW INC	MACHINE LEARNING ENGINEER	112549.0	SEATTLE, WA	02/28/2018	08/30/2018
QUALCOMM TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	112700.0	HERNDON, VA	05/04/2021	05/05/2021
QUALCOMM TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	112700.0	SAN DIEGO, CA	03/30/2021	04/01/2021
QUALCOMM TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	112700.0	SAN DIEGO, CA	04/06/2021	04/07/2021
QUALCOMM TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	112700.0	SAN DIEGO, CA	01/12/2021	07/08/2021
QUALCOMM TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	112700.0	SAN DIEGO, CA	09/03/2021	10/01/2021
QUALCOMM TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	112700.0	SAN DIEGO, CA	12/10/2021	12/15/2021
QUALCOMM TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	112700.0	SAN DIEGO, CA	12/10/2021	12/15/2021
QUALCOMM TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	112700.0	SAN DIEGO, CA	12/12/2021	12/15/2021
QUALCOMM TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	112700.0	SAN DIEGO, CA	12/23/2021	01/03/2022
QUALCOMM TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	112700.0	SAN DIEGO, CA	01/13/2022	02/01/2022
AZAVEA INC	MACHINE LEARNING ENGINEER	112800.0	PHILADELPHIA, PA	04/08/2022	10/01/2022
ZILLOW INC	MACHINE LEARNING ENGINEER	113000.0	SEATTLE, WA	02/21/2019	08/23/2019
KYRO4 SOLUTIONS INC	MACHINE LEARNING ENGINEER	113110.0	BELLEVUE, WA	05/25/2021	10/01/2021
UNITY TECHNOLOGIES SF	MACHINE LEARNING ENGINEER	113110.0	BELLEVUE, WA	07/30/2020	08/17/2020
UNITY TECHNOLOGIES SF	MACHINE LEARNING ENGINEER	113381.0	BELLEVUE, WA	02/06/2020	08/06/2020
PERSONALIZED BEAUTY DISCOVERY INC	MACHINE LEARNING ENGINEER	113381.0	SAN MATEO, CA	01/31/2017	02/08/2017
TEACHFX INC	MACHINE LEARNING ENGINEER	113742.0	MENLO PARK, CA	05/06/2021	10/01/2021
XL GLOBAL SERVICES INC	MACHINE LEARNING ENGINEER	113838.0	NEW YORK, NY	02/23/2018	08/20/2018
XL GLOBAL SERVICES INC	MACHINE LEARNING ENGINEER	113838.0	NEW YORK, NY	03/10/2018	08/20/2018
MITCHELL/MARTIN INC	MACHINE LEARNING ENGINEER	114317.0	JERSEY CITY, NJ	03/13/2019	08/26/2019
VISIONET SYSTEMS INC	MACHINE LEARNING ENGINEER	114608.0	SLEEPY HOLLOW, NY	01/12/2022	01/12/2022
UNITY TECHNOLOGIES SF	MACHINE LEARNING ENGINEER	114608.0	NEW YORK, NY	04/14/2022	10/01/2022
EPHESOFT INC	MACHINE LEARNING ENGINEER	115000.0	NEW BRITAIN, CT	05/07/2021	10/01/2021
EPHESOFT INC	MACHINE LEARNING ENGINEER	115000.0	NEW BRITAIN, CT	05/07/2021	10/01/2021
IPFS CORPORATION	MACHINE LEARNING ENGINEER	115000.0	KANSAS CITY, MO	04/09/2020	10/01/2020
WONDERLIC INC	MACHINE LEARNING ENGINEER	115000.0	VERNON HILLS, IL	04/16/2020	10/01/2020
QUICKEN LOANS INC	MACHINE LEARNING ENGINEER	115000.0	DETROIT, MI	03/21/2019	09/20/2019
SUBTLE MEDICAL INC	MACHINE LEARNING ENGINEER	115000.0	MENLO PARK, CA	03/09/2019	09/07/2019
BYTON NORTH AMERICA CORPORATION	MACHINE LEARNING ENGINEER	115000.0	SANTA CLARA, CA	02/22/2019	08/13/2019
COMMON SENSING INC	MACHINE LEARNING ENGINEER	115000.0	CAMBRIDGE, MA	03/06/2019	04/01/2019
FACTSET RESEARCH SYSTEMS INC	MACHINE LEARNING ENGINEER	115000.0	NEW YORK, NY	03/01/2017	08/24/2017
THE CLIMATE CORPORATION	MACHINE LEARNING ENGINEER	115000.0	SAN FRANCISCO, CA	03/08/2017	08/24/2017
THE BOSTON CONSULTING GROUP INC	MACHINE LEARNING ENGINEER	115000.0	NEW YORK, NY	08/07/2019	09/01/2019
MEETUP INC	MACHINE LEARNING ENGINEER	115000.0	NEW YORK, NY	03/14/2017	09/10/2017
ASTRAZENECA PHARMACEUTICALS LP	MACHINE LEARNING ENGINEER	115000.0	GAITHERSBURG, MD	03/18/2020	08/31/2020
KLAVIYO INC	MACHINE LEARNING ENGINEER	115000.0	BOSTON, MA	02/05/2021	02/15/2021
TELLUS YOU CARE INC	MACHINE LEARNING ENGINEER	115000.0	SAN FRANCISCO, CA	03/08/2019	08/30/2019
BLUE RIVER TECHNOLOGY	MACHINE LEARNING ENGINEER	115000.0	NEW YORK, NY	01/03/2022	02/01/2022
PICTOR LABS INC	MACHINE LEARNING ENGINEER	115000.0	LOS ANGELES, CA	05/31/2022	10/01/2022
SMITH MICRO SOFTWARE INC	MACHINE LEARNING ENGINEER	115000.0	LAKE FOREST, CA	03/28/2022	09/23/2022
ZILLOW INC	MACHINE LEARNING ENGINEER	115200.0	SEATTLE, WA	02/28/2019	08/30/2019
ZILLOW INC	MACHINE LEARNING ENGINEER	115200.0	SEATTLE, WA	02/28/2019	08/30/2019
ZILLOW INC	MACHINE LEARNING ENGINEER	115200.0	SEATTLE, WA	03/04/2019	08/25/2019
COMCAST CABLE COMMUNICATIONS LLC	MACHINE LEARNING ENGINEER	115253.0	NEW YORK, NY	02/25/2022	08/25/2022
AIQOAI	MACHINE LEARNING ENGINEER	116000.0	SANTA CLARA, CA	01/21/2019	07/21/2019
ALLY LABS INC	MACHINE LEARNING ENGINEER	116272.0	BROOKLYN, NY	04/02/2018	09/01/2018
GROUPBY USA INC	MACHINE LEARNING ENGINEER	116725.0	AUSTIN, TX	04/17/2020	10/01/2020
UNITY TECHNOLOGIES SF	MACHINE LEARNING ENGINEER	116834.0	SAN FRANCISCO, CA	04/19/2022	10/01/2022
FACTSET RESEARCH SYSTEMS INC	MACHINE LEARNING ENGINEER	117000.0	NEW YORK, NY	03/06/2019	09/05/2019
GENAPSYS INC	MACHINE LEARNING ENGINEER	117083.0	MOUNTAIN VIEW, CA	05/10/2021	08/01/2021
GENAPSYS INC	MACHINE LEARNING ENGINEER	117083.0	REDWOOD CITY, CA	05/10/2021	08/01/2021
EPHESOFT INC	MACHINE LEARNING ENGINEER	117250.0	JERSEY CITY, NJ	03/23/2022	09/22/2022
SONY INTERACTIVE ENTERTAINMENT LLC	MACHINE LEARNING ENGINEER	117500.0	SAN FRANCISCO, CA	03/30/2021	09/25/2021
ALLY LABS INC	MACHINE LEARNING ENGINEER	117624.0	BROOKLYN, NY	02/25/2019	08/01/2019
SLICE TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	117770.0	SAN MATEO, CA	02/17/2017	08/11/2017
CONTINUAL INC	MACHINE LEARNING ENGINEER	117770.0	SAN FRANCISCO, CA	03/02/2020	08/28/2020
PERSONALIZED BEAUTY DISCOVERY INC	MACHINE LEARNING ENGINEER	117770.0	SAN MATEO, CA	03/12/2017	09/08/2017
NOBLESOFT SOLUTIONS INC	MACHINE LEARNING ENGINEER	118000.0	NEW YORK, NY	12/26/2019	01/02/2020
NOBLE ARTIFICIAL INTELLIGENCE INC	MACHINE LEARNING ENGINEER	118456.0	SAN FRANCISCO, CA	02/26/2019	08/19/2019
STATS LLC	MACHINE LEARNING ENGINEER	118500.0	CHICAGO, IL	05/03/2022	10/01/2022
STATS LLC	MACHINE LEARNING ENGINEER	118500.0	CHICAGO, IL	05/04/2022	10/01/2022
PINTEREST INC	MACHINE LEARNING ENGINEER	118581.0	SAN FRANCISCO, CA	05/22/2020	10/01/2020
PLURALSIGHT LLC	MACHINE LEARNING ENGINEER	119000.0	BOSTON, MA	03/03/2019	08/27/2019
SERVICENOW INC	MACHINE LEARNING ENGINEER	119101.0	SANTA CLARA, CA	02/19/2019	08/15/2019
SERVICENOW INC	MACHINE LEARNING ENGINEER	119101.0	SANTA CLARA, CA	03/13/2019	09/06/2019
ARMORBLOX INC	MACHINE LEARNING ENGINEER	119101.0	CUPERTINO, CA	06/14/2019	06/24/2019
GRABANGO	MACHINE LEARNING ENGINEER	119122.0	BERKELEY, CA	04/08/2020	09/30/2020
GRABANGO	MACHINE LEARNING ENGINEER	119122.0	BERKELEY, CA	04/08/2020	09/30/2020
KEEP TRUCKIN INC	MACHINE LEARNING ENGINEER	119122.0	SAN FRANCISCO, CA	04/14/2020	04/21/2020
PERSONALIZED BEAUTY DISCOVERY INC	MACHINE LEARNING ENGINEER	119122.0	SAN MATEO, CA	02/07/2020	07/18/2020
PERSONALIZED BEAUTY DISCOVERY INC	MACHINE LEARNING ENGINEER	119122.0	SAN MATEO, CA	02/18/2020	08/15/2020
PERSONALIZED BEAUTY DISCOVERY INC	MACHINE LEARNING ENGINEER	119122.0	SAN MATEO, CA	02/07/2020	07/18/2020
PERSONALIZED BEAUTY DISCOVERY INC	MACHINE LEARNING ENGINEER	119122.0	SAN MATEO, CA	02/18/2020	08/15/2020
EXPEDIA INC	MACHINE LEARNING ENGINEER	119350.0	SEATTLE, WA	02/28/2022	08/25/2022
ESPRESSIVE INC	MACHINE LEARNING ENGINEER	119700.0	SANTA CLARA, CA	03/22/2021	09/10/2021
ADOBE SYSTEMS INCORPORATED	MACHINE LEARNING ENGINEER	119850.0	SEATTLE, WA	08/21/2018	08/27/2018
SMARTVIDIO INC	MACHINE LEARNING ENGINEER	119933.0	CAMBRIDGE, MA	04/21/2022	10/01/2022
SCHNEIDER ELECTRIC USA INC	MACHINE LEARNING ENGINEER	119933.0	BOSTON, MA	03/16/2022	08/06/2022
SMARTVIDIO INC	MACHINE LEARNING ENGINEER	119933.0	CAMBRIDGE, MA	04/21/2022	10/01/2022
WAYBLAZER	MACHINE LEARNING ENGINEER	120000.0	AUSTIN, TX	10/12/2016	10/25/2016
WAYBLAZER	MACHINE LEARNING ENGINEER	120000.0	AUSTIN, TX	10/12/2016	10/25/2016
MAGNIFI LLC	MACHINE LEARNING ENGINEER	120000.0	BOULDER, CO	08/04/2021	10/01/2021
OBSIDIAN SECURITY INC	MACHINE LEARNING ENGINEER	120000.0	NEWPORT BEACH, CA	08/04/2021	10/01/2021
FICCAI CORP	MACHINE LEARNING ENGINEER	120000.0	SEATTLE, WA	08/10/2021	10/01/2021
ZELUS ANALYTICS INC	MACHINE LEARNING ENGINEER	120000.0	AUSTIN, TX	08/10/2022	08/22/2022
ENOVANT TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	120000.0	CAMBRIDGE, MA	08/12/2021	01/03/2022
PLURALSIGHT LLC	MACHINE LEARNING ENGINEER	120000.0	BOSTON, MA	03/12/2018	09/04/2018
SAFEXAI INC (F/K/A BANJO INC)	MACHINE LEARNING ENGINEER	120000.0	MURRAY, UT	01/11/2021	01/15/2021
DOXEL INC	MACHINE LEARNING ENGINEER	120000.0	REDWOOD CITY, CA	10/24/2019	11/01/2019
WAL-MART ASSOCIATES INC	MACHINE LEARNING ENGINEER	120000.0	SUNNYVALE, CA	02/26/2018	08/25/2018
PERCEPTIVE AUTOMATA INC	MACHINE LEARNING ENGINEER	120000.0	BOSTON, MA	04/29/2021	05/24/2021
PLURALSIGHT LLC	MACHINE LEARNING ENGINEER	120000.0	BOSTON, MA	03/12/2018	03/26/2018
GAUMARD SCIENTIFIC COMPANY INC	MACHINE LEARNING ENGINEER	120000.0	MIAMI, FL	05/18/2021	10/01/2021
CLOUDWICK TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	120000.0	ROUND ROCK, TX	05/26/2021	10/01/2021
VANTAI INC	MACHINE LEARNING ENGINEER	120000.0	NEW YORK, NY	04/28/2020	05/18/2020
UNITY TECHNOLOGIES SF	MACHINE LEARNING ENGINEER	120000.0	SAN FRANCISCO, CA	02/07/2020	08/07/2020
DEEP IMAGE ANALYTICS INC	MACHINE LEARNING ENGINEER	120000.0	NAPERVILLE, IL	03/05/2021	03/16/2021
LANDINGAI (US) CORP	MACHINE LEARNING ENGINEER	120000.0	PALO ALTO, CA	03/05/2019	09/04/2019
ALL INSPIRE HEALTH INC	MACHINE LEARNING ENGINEER	120000.0	BROOKLYN, NY	03/13/2019	08/30/2019
NIO USA INC	MACHINE LEARNING ENGINEER	120000.0	SAN JOSE, CA	03/06/2019	08/01/2019
TESLA INC	MACHINE LEARNING ENGINEER	120000.0	PALO ALTO, CA	03/06/2017	09/02/2017
EIGHTFOLD AI INC	MACHINE LEARNING ENGINEER	120000.0	MOUNTAIN VIEW, CA	03/06/2019	09/02/2019
SYNAPSE FINANCIAL TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	120000.0	SAN FRANCISCO, CA	03/05/2020	08/26/2020
SYNAPSE FINANCIAL TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	120000.0	SAN FRANCISCO, CA	03/05/2020	08/25/2020
SLICE TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	120000.0	SAN MATEO, CA	03/10/2017	09/07/2017
FERRUM HEALTH INC	MACHINE LEARNING ENGINEER	120000.0	SAN FRANCISCO, CA	03/16/2020	03/21/2020
ZSCALER INC	MACHINE LEARNING ENGINEER	120000.0	SAN JOSE, CA	03/16/2020	09/06/2020
NTENT INC	MACHINE LEARNING ENGINEER	120000.0	CARLSBAD, CA	03/17/2020	08/15/2020
GRACENOTE MEDIA SERVICES LLC (A NIELSEN COMPANY)	MACHINE LEARNING ENGINEER	120000.0	EMERYVILLE, CA	10/07/2019	10/14/2019
FERRUM HEALTH INC	MACHINE LEARNING ENGINEER	120000.0	SAN FRANCISCO, CA	03/16/2020	03/21/2020
TWILIO INC	MACHINE LEARNING ENGINEER	120000.0	DENVER, CO	05/12/2020	10/01/2020
BIG LEAGUE ADVANCE LLC	MACHINE LEARNING ENGINEER	120000.0	WASHINGTON, DC	05/21/2020	10/01/2020
AUTODESK INC	MACHINE LEARNING ENGINEER	120000.0	BOSTON, MA	06/16/2020	11/16/2020
BOODSKAPPER INC	MACHINE LEARNING ENGINEER	120000.0	DALLAS, TX	03/08/2019	09/05/2019
SENTROPY TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	120000.0	PALO ALTO, CA	03/08/2019	09/04/2019
PLURALSIGHT LLC	MACHINE LEARNING ENGINEER	120000.0	BOSTON, MA	03/12/2018	04/09/2018
FRESHWORKS INC	MACHINE LEARNING ENGINEER	120000.0	BELLEVUE, WA	09/21/2020	10/01/2020
OBSIDIAN SECURITY INC	MACHINE LEARNING ENGINEER	120000.0	HILLSBORO, OR	12/14/2021	12/20/2021
LENDBUZZ INC	MACHINE LEARNING ENGINEER	120000.0	BOSTON, MA	01/12/2022	02/01/2022
FETCH REWARDS INC	MACHINE LEARNING ENGINEER	120000.0	BETHESDA, MD	01/14/2022	02/07/2022
VIANT TECHNOLOGY LLC	MACHINE LEARNING ENGINEER	120000.0	IRVINE, CA	02/28/2022	08/25/2022
