EMPLOYER	JOB TITLE	BASE SALARY	LOCATION	SUBMIT DATE	START DATE
PATHAI INC	MACHINE LEARNING ENGINEER	150000.0	BOSTON, MA	03/06/2019	08/25/2019
PATHAI INC	MACHINE LEARNING ENGINEER	150000.0	BOSTON, MA	03/06/2019	08/25/2019
PATHAI INC	MACHINE LEARNING ENGINEER	150000.0	BOSTON, MA	03/06/2019	08/25/2019
PATHAI INC	MACHINE LEARNING ENGINEER	150000.0	BOSTON, MA	03/06/2019	08/25/2019
ETSY INC	MACHINE LEARNING ENGINEER	150000.0	SAN FRANCISCO, CA	03/13/2019	09/01/2019
REVEL INC	MACHINE LEARNING ENGINEER	150000.0	SAN FRANCISCO, CA	03/22/2019	08/28/2019
HADRON INC	MACHINE LEARNING ENGINEER	150000.0	SAN FRANCISCO, CA	03/22/2019	08/28/2019
REVEL INC	MACHINE LEARNING ENGINEER	150000.0	SAN FRANCISCO, CA	03/27/2019	08/28/2019
UPSTART NETWORK INC	MACHINE LEARNING ENGINEER	150000.0	SAN CARLOS, CA	10/03/2018	10/22/2018
BLUE RIVER TECHNOLOGY	MACHINE LEARNING ENGINEER	150000.0	SUNNYVALE, CA	08/31/2020	10/01/2020
RUNWAY AI INC	MACHINE LEARNING ENGINEER	150000.0	NEW YORK, NY	12/13/2021	01/10/2022
REVEL INC	MACHINE LEARNING ENGINEER	150000.0	SEATTLE, WA	03/07/2022	03/07/2022
MICRON TECHNOLOGY INC	MACHINE LEARNING ENGINEER	150000.0	BOISE, ID	03/18/2022	09/14/2022
TREASURE DATA INC	MACHINE LEARNING ENGINEER	150000.0	MOUNTAIN VIEW, CA	03/24/2022	09/15/2022
CONSUMER EDGE INSIGHT LLC	MACHINE LEARNING ENGINEER	150000.0	NEW YORK, NY	04/12/2022	08/11/2022
MAPLEBEAR INC	MACHINE LEARNING ENGINEER	150000.0	ARLINGTON, TX	04/21/2022	10/01/2022
CONSUMERINFOCOM INC	MACHINE LEARNING ENGINEER	150000.0	BELLEVUE, WA	05/11/2022	05/30/2022
VOLVO CAR TECHNOLOGY USA LLC	MACHINE LEARNING ENGINEER	150000.0	SUNNYVALE, CA	05/20/2022	10/01/2022
VOXELCLOUD INC	MACHINE LEARNING ENGINEER	150000.0	LOS ANGELES, CA	06/14/2022	09/26/2022
HOUZZ INC	MACHINE LEARNING ENGINEER	150000.0	REDWOOD CITY, CA	06/16/2022	07/18/2022
HOUZZ INC	MACHINE LEARNING ENGINEER	150000.0	PALO ALTO, CA	06/23/2022	07/18/2022
CLOUDWICK TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	150000.0	HERNDON, VA	11/04/2020	12/01/2020
TREASURE DATA INC	MACHINE LEARNING ENGINEER	150000.0	JERSEY CITY, NJ	07/21/2021	07/25/2021
WAL-MART ASSOCIATES INC	MACHINE LEARNING ENGINEER	150000.0	SUNNYVALE, CA	02/14/2019	08/10/2019
FOX CABLE NETWORK SERVICES LLC	MACHINE LEARNING ENGINEER	152000.0	LOS ANGELES, CA	10/21/2020	11/30/2020
FOX CABLE NETWORK SERVICES LLC	MACHINE LEARNING ENGINEER	152000.0	LOS ANGELES, CA	10/21/2020	11/30/2020
PATHAI INC	MACHINE LEARNING ENGINEER	152000.0	BOSTON, MA	04/17/2020	10/01/2020
CHRONICLE LLC	MACHINE LEARNING ENGINEER	152000.0	MOUNTAIN VIEW, CA	03/15/2019	03/25/2019
PATHAI INC	MACHINE LEARNING ENGINEER	152000.0	BOSTON, MA	04/17/2020	10/01/2020
NURO INC	MACHINE LEARNING ENGINEER	153000.0	MOUNTAIN VIEW, CA	03/02/2021	08/30/2021
NURO INC	MACHINE LEARNING ENGINEER	153000.0	MOUNTAIN VIEW, CA	03/03/2021	08/30/2021
ZILLOW INC	MACHINE LEARNING ENGINEER	153774.0	SAN FRANCISCO, CA	11/16/2017	11/20/2017
ZILLOW INC	MACHINE LEARNING ENGINEER	153795.0	SEATTLE, WA	10/11/2019	12/16/2019
ZILLOW INC	MACHINE LEARNING ENGINEER	153795.0	SEATTLE, WA	10/29/2019	11/18/2019
ZILLOW INC	MACHINE LEARNING ENGINEER	153795.0	SEATTLE, WA	02/20/2020	08/19/2020
ZILLOW INC	MACHINE LEARNING ENGINEER	153795.0	SEATTLE, WA	10/11/2019	12/16/2019
INVITAE CORPORATION	MACHINE LEARNING ENGINEER	153831.0	SAN FRANCISCO, CA	12/06/2021	06/06/2022
BETTERUP INC	MACHINE LEARNING ENGINEER	153925.0	SAN FRANCISCO, CA	06/08/2022	10/01/2022
ZILLOW INC	MACHINE LEARNING ENGINEER	154315.0	SEATTLE, WA	06/05/2019	06/24/2019
AFFIRM INC	MACHINE LEARNING ENGINEER	155000.0	PITTSBURG, PA	06/30/2021	07/06/2021
UPSTART NETWORK INC	MACHINE LEARNING ENGINEER	155000.0	JERSEY CITY, NJ	11/09/2020	12/01/2020
CRUISE LLC	MACHINE LEARNING ENGINEER	155000.0	SAN FRANCISCO, CA	04/15/2020	10/01/2020
FORETHOUGHT TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	155000.0	SAN FRANCISCO, CA	05/27/2021	10/01/2021
COMPASS WASHINGTON LLC	MACHINE LEARNING ENGINEER	155000.0	SEATTLE, WA	01/22/2020	01/27/2020
OCROLUS INC	MACHINE LEARNING ENGINEER	155000.0	NEW YORK, NY	03/09/2021	09/03/2021
MAPLEBEAR INC	MACHINE LEARNING ENGINEER	155000.0	SAN FRANCISCO, CA	03/22/2021	04/12/2021
INNOVASEA SYSTEMS INC	MACHINE LEARNING ENGINEER	155000.0	BOSTON, MA	06/04/2019	07/01/2019
CHIME FINANCIAL INC	MACHINE LEARNING ENGINEER	155000.0	SAN FRANCISCO, CA	08/01/2019	08/14/2019
MIXPANEL INC	MACHINE LEARNING ENGINEER	155000.0	SAN FRANCISCO, CA	03/13/2019	09/11/2019
FORETHOUGHT TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	155000.0	SAN FRANCISCO, CA	05/27/2021	10/01/2021
DATABOOK LABS INC	MACHINE LEARNING ENGINEER	155000.0	NORTHRIDGE, CA	04/05/2022	04/05/2022
PINTEREST INC	MACHINE LEARNING ENGINEER	155000.0	PALO ALTO, CA	04/29/2022	10/01/2022
SYRUP TECH INC	MACHINE LEARNING ENGINEER	155000.0	SAN FRANCISCO, CA	05/17/2022	10/01/2022
ALT PLATFORM INC	MACHINE LEARNING ENGINEER	155000.0	SAN FRANCISCO, CA	10/24/2020	11/02/2020
TENCENT AMERICA LLC	MACHINE LEARNING ENGINEER	155004.0	LOS ANGELES, CA	09/10/2020	09/17/2020
ZILLOW INC	MACHINE LEARNING ENGINEER	155106.0	SEATTLE, WA	02/18/2021	08/20/2021
ZILLOW INC	MACHINE LEARNING ENGINEER	155106.0	SEATTLE, WA	03/01/2021	03/17/2021
ZILLOW INC	MACHINE LEARNING ENGINEER	155106.0	SEATTLE, WA	03/01/2021	03/17/2021
INMARKET MEDIA LLC	MACHINE LEARNING ENGINEER	155106.0	CULVER CITY, CA	06/23/2021	06/30/2021
ZILLOW INC	MACHINE LEARNING ENGINEER	155106.0	SEATTLE, WA	09/23/2020	10/07/2020
CURAI INC	MACHINE LEARNING ENGINEER	155376.0	SEATTLE, WA	01/11/2021	01/20/2021
WORKDAY INC	MACHINE LEARNING ENGINEER	155400.0	SAN FRANCISCO, CA	08/29/2022	09/02/2022
JDCOM AMERICAN TECHNOLOGIES CORPORATION	MACHINE LEARNING ENGINEER	156000.0	MOUNTAIN VIEW, CA	05/13/2020	10/01/2020
EVOLV TECHNOLOGY SOLUTIONS INC	MACHINE LEARNING ENGINEER	156749.0	SAN FRANCISCO, CA	03/11/2020	08/30/2020
DROPBOX INC	MACHINE LEARNING ENGINEER	157300.0	SAN FRANCISCO, CA	09/23/2022	10/06/2022
DROPBOX INC	MACHINE LEARNING ENGINEER	157300.0	SAN FRANCISCO, CA	03/09/2022	08/26/2022
PATHAI INC	MACHINE LEARNING ENGINEER	157500.0	BOSTON, MA	04/17/2020	10/01/2020
ZILLOW INC	MACHINE LEARNING ENGINEER	157706.0	SAN FRANCISCO, CA	06/07/2019	06/24/2019
AETHER BIOMACHINES INC	MACHINE LEARNING ENGINEER	157706.0	MENLO PARK, CA	05/15/2019	05/20/2019
LIGHT LABS INC	MACHINE LEARNING ENGINEER	157706.0	REDWOOD CITY, CA	04/04/2019	04/15/2019
LIGHT LABS INC	MACHINE LEARNING ENGINEER	157706.0	REDWOOD CITY, CA	04/04/2019	04/15/2019
PATHAI INC	MACHINE LEARNING ENGINEER	157900.0	BOSTON, MA	10/07/2020	10/19/2020
UBER TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	158800.0	SAN FRANCISCO, CA	04/13/2022	04/20/2022
AFTERPAY US INC	MACHINE LEARNING ENGINEER	159500.0	SAN FRANCISCO, CA	07/13/2022	12/09/2022
NURO INC	MACHINE LEARNING ENGINEER	159500.0	MOUNTAIN VIEW, CA	03/03/2021	08/30/2021
HYPER LABS INC	MACHINE LEARNING ENGINEER	160000.0	NEW YORK, NY	10/05/2020	11/04/2020
SOCURE INC	MACHINE LEARNING ENGINEER	160000.0	SAN FRANCISCO, CA	06/29/2021	07/06/2021
SQUARE INC	MACHINE LEARNING ENGINEER	160000.0	SEATTLE, WA	12/08/2020	12/21/2020
SLICE TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	160000.0	SAN MATEO, CA	07/22/2016	08/01/2016
ABNORMAL SECURITY CORPORATION	MACHINE LEARNING ENGINEER	160000.0	SAN FRANCISCO, CA	11/13/2019	12/02/2019
AFFIRM INC	MACHINE LEARNING ENGINEER	160000.0	SAN FRANCISCO, CA	07/26/2022	08/01/2022
MAPLEBEAR INC	MACHINE LEARNING ENGINEER	160000.0	SAN FRANCISCO, CA	04/20/2021	05/03/2021
MAPLEBEAR INC	MACHINE LEARNING ENGINEER	160000.0	SAN FRANCISCO, CA	11/30/2018	05/09/2019
MAPLEBEAR INC	MACHINE LEARNING ENGINEER	160000.0	SAN FRANCISCO, CA	12/04/2018	05/09/2019
TOYOTA RESEARCH INSTITUTE INC	MACHINE LEARNING ENGINEER	160000.0	LOS ALTOS, CA	09/04/2018	09/17/2018
SNORKEL AI INC	MACHINE LEARNING ENGINEER	160000.0	PALO ALTO, CA	05/05/2021	10/01/2021
TRANSATLANTIC REINSURANCE COMPANY	MACHINE LEARNING ENGINEER	160000.0	NEW YORK, NY	05/06/2021	10/01/2021
TOYOTA RESEARCH INSTITUTE INC	MACHINE LEARNING ENGINEER	160000.0	LOS ALTOS, CA	09/04/2018	09/17/2018
OUTREACH CORPORATION	MACHINE LEARNING ENGINEER	160000.0	SEATTLE, WA	02/27/2018	03/12/2018
ZILLOW INC	MACHINE LEARNING ENGINEER	160000.0	SEATTLE, WA	02/24/2021	08/26/2021
JPMORGAN CHASE & CO	MACHINE LEARNING ENGINEER	160000.0	NEW YORK, NY	03/15/2018	09/10/2018
INTUITIVE SURGICAL OPERATIONS INC	MACHINE LEARNING ENGINEER	160000.0	SUNNYVALE, CA	03/06/2020	03/23/2020
OUTREACH CORPORATION	MACHINE LEARNING ENGINEER	160000.0	SEATTLE, WA	04/26/2019	05/06/2019
MAPLEBEAR INC	MACHINE LEARNING ENGINEER	160000.0	BOTHELL, WA	06/25/2021	07/01/2021
OPENDOOR LABS INC	MACHINE LEARNING ENGINEER	160000.0	SAN FRANCISCO, CA	02/26/2018	08/25/2018
ARRIVE BIO LLC	MACHINE LEARNING ENGINEER	160000.0	SAN FRANCISCO, CA	06/15/2021	09/15/2021
ZEFR INC	MACHINE LEARNING ENGINEER	160000.0	CHICAGO, IL	06/16/2021	06/29/2021
ZEFR INC	MACHINE LEARNING ENGINEER	160000.0	CHICAGO, IL	06/16/2021	06/29/2021
TUBI INC	MACHINE LEARNING ENGINEER	160000.0	SAN FRANCISCO, CA	02/15/2019	08/11/2019
MAPLEBEAR INC	MACHINE LEARNING ENGINEER	160000.0	BOTHELL, WA	06/25/2021	07/01/2021
PELOTON INTERACTIVE INC	MACHINE LEARNING ENGINEER	160000.0	SANTA CLARA, CA	10/04/2021	10/12/2021
ARRIVE BIO LLC	MACHINE LEARNING ENGINEER	160000.0	SEATTLE, WA	10/14/2021	10/25/2021
VARIAN MEDICAL SYSTEMS INC	MACHINE LEARNING ENGINEER	160000.0	PALO ALTO, CA	03/09/2022	09/08/2022
RAD AI INC	MACHINE LEARNING ENGINEER	160000.0	SAN JOSE, CA	03/10/2022	08/27/2022
SIGNALPET LLC	MACHINE LEARNING ENGINEER	160000.0	DALLAS, TX	03/10/2022	03/21/2022
TETRA INTELLIGENCE SYSTEMS INC	MACHINE LEARNING ENGINEER	160000.0	SEATTLE, WA	04/07/2022	06/01/2022
SENSE TALENT LABS INC	MACHINE LEARNING ENGINEER	160000.0	CAMBRIDGE, MA	04/11/2022	10/01/2022
BOUNTI LABS INC	MACHINE LEARNING ENGINEER	160000.0	HOUSTON, TX	04/13/2022	05/09/2022
GOTIT INC	MACHINE LEARNING ENGINEER	160000.0	BURLINGAME, CA	04/20/2022	10/01/2022
PRIMER TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	160782.0	SAN FRANCISCO, CA	07/31/2020	09/22/2020
RED HAT INC	MACHINE LEARNING ENGINEER	160893.0	SUNNYVALE, CA	08/01/2022	08/15/2022
PINTEREST INC	MACHINE LEARNING ENGINEER	160930.0	SAN FRANCISCO, CA	03/09/2018	07/30/2018
PINTEREST INC	MACHINE LEARNING ENGINEER	160930.0	SAN FRANCISCO, CA	03/09/2018	07/30/2018
CRUISE LLC	MACHINE LEARNING ENGINEER	162000.0	SAN FRANCISCO, CA	04/30/2020	09/08/2020
POSTMATES INC	MACHINE LEARNING ENGINEER	162000.0	SAN FRANCISCO, CA	02/11/2020	08/06/2020
POSTMATES INC	MACHINE LEARNING ENGINEER	162000.0	SAN FRANCISCO, CA	02/26/2020	08/06/2020
JDCOM AMERICAN TECHNOLOGIES CORPORATION	MACHINE LEARNING ENGINEER	162000.0	MOUNTAIN VIEW, CA	02/27/2019	08/27/2019
ZILLOW INC	MACHINE LEARNING ENGINEER	162510.0	SEATTLE, WA	04/06/2022	05/09/2022
MAPLEBEAR INC	MACHINE LEARNING ENGINEER	163000.0	SEATTLE, WA	04/06/2022	04/11/2022
BYTEDANCE INC	MACHINE LEARNING ENGINEER	163600.0	MOUNTAIN VIEW, CA	04/18/2022	10/01/2022
EMBARK TRUCKS INC	MACHINE LEARNING ENGINEER	165000.0	SAN FRANCISCO, CA	08/06/2022	09/06/2022
SENSE TALENT LABS INC	MACHINE LEARNING ENGINEER	165000.0	EL PASO, TX	11/17/2020	11/30/2020
HYPER LABS INC	MACHINE LEARNING ENGINEER	165000.0	NEW YORK, NY	05/01/2020	05/11/2020
GLASSDOOR INC	MACHINE LEARNING ENGINEER	165000.0	SAN FRANCISCO, CA	02/03/2020	07/27/2020
HYPER LABS INC	MACHINE LEARNING ENGINEER	165000.0	NEW YORK, NY	03/10/2021	09/07/2021
BAIDU USA LLC	MACHINE LEARNING ENGINEER	165000.0	SUNNYVALE, CA	03/01/2018	08/27/2018
TESSERACT HEALTH INC	MACHINE LEARNING ENGINEER	165000.0	PALO ALTO, CA	09/22/2021	10/01/2021
MERCARI INC	MACHINE LEARNING ENGINEER	165000.0	PALO ALTO, CA	01/09/2020	02/03/2020
HYPER LABS INC	MACHINE LEARNING ENGINEER	165000.0	NEW YORK, NY	06/11/2020	06/19/2020
MATCH GROUP LLC	MACHINE LEARNING ENGINEER	165000.0	PALO ALTO, CA	06/18/2019	06/28/2019
MATCH GROUP LLC	MACHINE LEARNING ENGINEER	165000.0	PALO ALTO, CA	06/18/2019	06/28/2019
SITECORE USA INC	MACHINE LEARNING ENGINEER	165000.0	SANTA CLARA, CA	09/14/2020	10/01/2020
SNORKEL AI INC	MACHINE LEARNING ENGINEER	165000.0	SUNNYVALE, CA	10/08/2021	10/08/2021
UBER TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	165000.0	SAN FRANCISCO, CA	12/07/2021	12/10/2021
IHEARTMEDIA ENTERTAINMENT INC	MACHINE LEARNING ENGINEER	165000.0	NASHVILLE, TN	12/15/2021	12/24/2021
BERBIX INC	MACHINE LEARNING ENGINEER	165000.0	STRATFORD, NJ	01/06/2022	01/07/2022
OVERSTOCKCOM INC	MACHINE LEARNING ENGINEER	165000.0	MIDVALE, UT	02/09/2022	03/01/2022
CODAMETRIX LLC	MACHINE LEARNING ENGINEER	165000.0	BOSTON, MA	04/13/2022	10/01/2022
SNAP FINANCE LLC	MACHINE LEARNING ENGINEER	165000.0	SAN JOSE, CA	04/15/2022	04/18/2022
CRUISE LLC	MACHINE LEARNING ENGINEER	165000.0	SAN FRANCISCO, CA	05/05/2022	10/01/2022
SEATED TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	165000.0	SAN JOSE, CA	05/23/2022	10/01/2022
SEATED TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	165000.0	SAN JOSE, CA	06/01/2022	10/01/2022
IHEARTMEDIA ENTERTAINMENT INC	MACHINE LEARNING ENGINEER	165000.0	NASHVILLE, TN	06/15/2022	06/20/2022
STANDARD COGNITION CORP	MACHINE LEARNING ENGINEER	165000.0	SAN FRANCISCO, CA	10/16/2019	11/11/2019
ZEALTH INC	MACHINE LEARNING ENGINEER	166046.0	NEW YORK, NY	08/04/2022	08/15/2022
PINTEREST INC	MACHINE LEARNING ENGINEER	166400.0	SAN FRANCISCO, CA	03/01/2019	08/28/2019
ABNORMAL SECURITY CORPORATION	MACHINE LEARNING ENGINEER	167710.0	SAN FRANCISCO, CA	07/08/2021	07/26/2021
SAMSARA INC	MACHINE LEARNING ENGINEER	167710.0	SAN FRANCISCO, CA	03/29/2022	09/28/2022
KENSHO TECHNOLOGIES LLC	MACHINE LEARNING ENGINEER	168000.0	VENICE, CA	02/12/2021	08/01/2021
KENSHO TECHNOLOGIES LLC	MACHINE LEARNING ENGINEER	168000.0	CAMBRIDGE, MA	03/01/2019	08/01/2019
PINTEREST INC	MACHINE LEARNING ENGINEER	168000.0	SAN FRANCISCO, CA	03/01/2019	08/31/2019
UBER TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	168700.0	SAN FRANCISCO, CA	06/02/2022	06/07/2022
UBER TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	168700.0	SAN FRANCISCO, CA	06/09/2022	06/13/2022
ZOOM VIDEO COMMUNICATIONS INC	MACHINE LEARNING ENGINEER	168834.0	SAN JOSE, CA	08/30/2021	09/13/2021
AFFIRM INC	MACHINE LEARNING ENGINEER	170000.0	SAN FRANCISCO, CA	08/25/2021	09/01/2021
MAPLEBEAR INC	MACHINE LEARNING ENGINEER	170000.0	SAN FRANCISCO, CA	11/09/2018	11/26/2018
STANDARD COGNITION CORP	MACHINE LEARNING ENGINEER	170000.0	SAN FRANCISCO, CA	04/14/2020	10/01/2020
MAPLEBEAR INC	MACHINE LEARNING ENGINEER	170000.0	JERSEY CITY, NJ	05/28/2021	06/07/2021
HYPER LABS INC	MACHINE LEARNING ENGINEER	170000.0	NEW YORK, NY	03/10/2021	09/07/2021
EMBARK TRUCKS INC	MACHINE LEARNING ENGINEER	170000.0	SAN FRANCISCO, CA	03/19/2021	03/25/2021
GOFUNDME INC	MACHINE LEARNING ENGINEER	170000.0	REDWOOD CITY, CA	04/16/2021	05/17/2021
MAPLEBEAR INC	MACHINE LEARNING ENGINEER	170000.0	SAN FRANCISCO, CA	10/07/2020	11/30/2020
BUTTERFLY NETWORK INC	MACHINE LEARNING ENGINEER	170000.0	BURLINGTON, MA	09/14/2021	10/04/2021
EPIC! CREATIONS INC	MACHINE LEARNING ENGINEER	170000.0	REDWOOD CITY, CA	06/07/2021	07/01/2021
SUMO LOGIC INC	MACHINE LEARNING ENGINEER	170000.0	REDWOOD CITY, CA	07/17/2019	07/29/2019
STANDARD COGNITION CORP	MACHINE LEARNING ENGINEER	170000.0	SAN FRANCISCO, CA	03/05/2019	09/01/2019
QUINSTREET INC	MACHINE LEARNING ENGINEER	170000.0	FOSTER CITY, CA	12/09/2021	01/24/2022
MICHAELS STORES INC	MACHINE LEARNING ENGINEER	170000.0	IRVING, TX	01/18/2022	03/07/2022
AFFIRM INC	MACHINE LEARNING ENGINEER	170000.0	SAN FRANCISCO, CA	02/28/2022	08/30/2022
NURO INC	MACHINE LEARNING ENGINEER	170000.0	MOUNTAIN VIEW, CA	03/07/2022	09/01/2022
Q BIO INC	MACHINE LEARNING ENGINEER	170000.0	SAN CARLOS, CA	04/06/2022	10/01/2022
EPIC! CREATIONS INC	MACHINE LEARNING ENGINEER	170000.0	REDWOOD CITY, CA	04/12/2022	10/01/2022
TETRA INTELLIGENCE SYSTEMS INC	MACHINE LEARNING ENGINEER	170000.0	SEATTLE, WA	04/28/2022	05/23/2022
KENSHO TECHNOLOGIES LLC	MACHINE LEARNING ENGINEER	170000.0	CAMBRIDGE, MA	06/21/2022	10/01/2022
AFTERPAY US INC	MACHINE LEARNING ENGINEER	170750.0	SAN FRANCISCO, CA	03/10/2022	03/23/2022
ACTIVEHOURS INC	MACHINE LEARNING ENGINEER	170872.0	PALO ALTO, CA	02/18/2021	03/08/2021
ACTIVEHOURS INC	MACHINE LEARNING ENGINEER	170872.0	PALO ALTO, CA	02/18/2021	03/08/2021
ZOOM VIDEO COMMUNICATIONS INC	MACHINE LEARNING ENGINEER	170872.0	CAMBRIDGE, NJ	06/21/2021	10/01/2021
ZOOM VIDEO COMMUNICATIONS INC	MACHINE LEARNING ENGINEER	170872.0	SAN JOSE, CA	06/23/2021	07/07/2021
HYPER LABS INC	MACHINE LEARNING ENGINEER	171500.0	NEW YORK, NY	02/25/2022	08/27/2022
HYPER LABS INC	MACHINE LEARNING ENGINEER	171600.0	NEW YORK, NY	03/10/2021	09/07/2021
KENSHO TECHNOLOGIES LLC	MACHINE LEARNING ENGINEER	172000.0	CAMBRIDGE, MA	03/18/2019	09/01/2019
SCHLUMBERGER TECHNOLOGY CORPORATION	MACHINE LEARNING ENGINEER	172034.0	MENLO PARK, CA	03/21/2022	08/16/2022
DISTRIBUTED CREATION INC	MACHINE LEARNING ENGINEER	172500.0	HAYWARD, CA	07/12/2021	07/12/2021
DISTRIBUTED CREATION INC	MACHINE LEARNING ENGINEER	172500.0	HAYWARD, CA	06/11/2021	06/16/2021
DISTRIBUTED CREATION INC	MACHINE LEARNING ENGINEER	172500.0	IRVINE, CA	07/29/2020	08/03/2020
PINTEREST INC	MACHINE LEARNING ENGINEER	172500.0	NEW YORK, NY	05/10/2022	05/23/2022
PINTEREST INC	MACHINE LEARNING ENGINEER	172500.0	SAN FRANCISCO, CA	06/13/2022	07/11/2022
PINTEREST INC	MACHINE LEARNING ENGINEER	172500.0	SAN FRANCISCO, CA	06/13/2022	07/10/2022
PINTEREST INC	MACHINE LEARNING ENGINEER	172500.0	SAN FRANCISCO, CA	06/13/2022	07/11/2022
NAUTO INC	MACHINE LEARNING ENGINEER	172640.0	PALO ALTO, CA	07/18/2019	01/16/2020
KENSHO TECHNOLOGIES LLC	MACHINE LEARNING ENGINEER	172900.0	CAMBRIDGE, MA	04/29/2021	10/01/2021
BLOCK INC	MACHINE LEARNING ENGINEER	172900.0	SEATTLE, WA	09/22/2022	03/23/2023
UBER TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	173400.0	SUNNYVALE, CA	08/06/2021	08/12/2021
UBER TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	173400.0	SUNNYVALE, CA	07/29/2021	08/03/2021
UBER TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	173600.0	SAN FRANCISCO, CA	08/03/2022	08/10/2022
UBER TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	173700.0	SUNNYVALE, CA	04/12/2022	10/04/2022
SYNOPSYS INC	MACHINE LEARNING ENGINEER	173756.0	MOUNTAIN VIEW, CA	07/14/2022	07/19/2022
DROPBOX INC	MACHINE LEARNING ENGINEER	173900.0	SAN FRANCISCO, CA	05/20/2019	06/03/2019
SCALE AI INC	MACHINE LEARNING ENGINEER	174138.0	SAN FRANCISCO, CA	02/25/2020	08/25/2020
LEVI STRAUSS & CO	MACHINE LEARNING ENGINEER	175000.0	SAN FRANCISCO, CA	07/13/2021	08/23/2021
INTERVIEWSTREET INC	MACHINE LEARNING ENGINEER	175000.0	SUNNYVALE, CA	08/09/2022	08/11/2022
GREENLIGHT FINANCIAL TECHNOLOGY INC	MACHINE LEARNING ENGINEER	175000.0	ATLANTA, GA	08/30/2022	09/05/2022
HYPER LABS INC	MACHINE LEARNING ENGINEER	175000.0	NEW YORK, NY	04/06/2020	10/02/2020
UPSTART NETWORK INC	MACHINE LEARNING ENGINEER	175000.0	SAN MATEO, CA	01/09/2020	01/27/2020
DROPBOX INC	MACHINE LEARNING ENGINEER	175000.0	SAN FRANCISCO, CA	03/23/2018	09/20/2018
BETTERUP INC	MACHINE LEARNING ENGINEER	175000.0	SAN FRANCISCO, CA	03/09/2020	09/05/2020
BETTERUP INC	MACHINE LEARNING ENGINEER	175000.0	SAN FRANCISCO, CA	03/09/2020	09/05/2020
BETTERUP INC	MACHINE LEARNING ENGINEER	175000.0	SAN FRANCISCO, CA	03/09/2020	09/05/2020
SAFEGRAPH INC	MACHINE LEARNING ENGINEER	175000.0	SAN FRANCISCO, CA	11/03/2017	11/13/2017
BETTERUP INC	MACHINE LEARNING ENGINEER	175000.0	SAN FRANCISCO, CA	03/04/2019	08/28/2019
BETTERUP INC	MACHINE LEARNING ENGINEER	175000.0	SAN FRANCISCO, CA	03/04/2019	08/28/2019
HYPER LABS INC	MACHINE LEARNING ENGINEER	175000.0	NEW YORK, NY	08/17/2017	10/01/2017
MATCH GROUP LLC	MACHINE LEARNING ENGINEER	175000.0	PALO ALTO, CA	08/05/2019	08/06/2019
MATCH GROUP LLC	MACHINE LEARNING ENGINEER	175000.0	PALO ALTO, CA	08/07/2019	08/16/2019
CIRRUS LOGIC INTERNATIONAL SEMICONDUCTOR LTD	MACHINE LEARNING ENGINEER	175000.0	AUSTIN, TX	08/12/2019	09/09/2019
QUINSTREET INC	MACHINE LEARNING ENGINEER	175000.0	FOSTER CITY, CA	09/04/2019	09/09/2019
MICHAELS STORES INC	MACHINE LEARNING ENGINEER	175000.0	IRVING, TX	12/20/2021	01/31/2022
QUINSTREET INC	MACHINE LEARNING ENGINEER	175000.0	DOWNINGTOWN, PA	01/11/2022	02/14/2022
CRESTA INTELLIGENCE INC	MACHINE LEARNING ENGINEER	175000.0	RALEIGH, NC	03/10/2022	04/04/2022
GREENLIGHT FINANCIAL TECHNOLOGY INC	MACHINE LEARNING ENGINEER	175000.0	ATLANTA, GA	04/18/2022	04/22/2022
CRUISE LLC	MACHINE LEARNING ENGINEER	175000.0	SAN FRANCISCO, CA	04/26/2022	10/01/2022
ALT PLATFORM INC	MACHINE LEARNING ENGINEER	175000.0	SAN FRANCISCO, CA	11/03/2020	11/13/2020
MATCH GROUP LLC	MACHINE LEARNING ENGINEER	175000.0	SAN FRANCISCO, CA	10/22/2019	10/28/2019
BETTERUP INC	MACHINE LEARNING ENGINEER	175000.0	CAMBRIDGE, MA	11/06/2020	12/01/2020
SERVICENOW INC	MACHINE LEARNING ENGINEER	175325.0	SANTA CLARA, CA	10/29/2020	02/26/2021
UBER TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	177100.0	NEW YORK, NY	04/13/2022	04/19/2022
UBER TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	177100.0	SEATTLE, WA	05/10/2022	05/16/2022
UBER TECHNOLOGIES INC	MACHINE LEARNING ENGINEER	177100.0	SEATTLE, WA	05/27/2022	06/03/2022
